,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1287,Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,11.0,6.0,5.0,Eurocom Entertainment Software,E10+
1288,Dance on Broadway,Wii,2010,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,48.0,6.0,3.3,4.0,Longtail Studios,E10+
1289,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0.0,0.09,1.02,71.0,41.0,7.4,25.0,Traveller's Tales,E10+
1290,Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84.0,83.0,7.6,439.0,"Epic Games, People Can Fly",M
1291,Skylanders SWAP Force,PS3,2013,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,31.0,5.3,33.0,Vicarious Visions,E10+
1292,Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83.0,27.0,8.7,6.0,EA Tiburon,E
1293,Sonic Generations,3DS,2011,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,29.0,6.9,108.0,"Sega, Dimps Corporation",E
1294,Rock Band 2,Wii,2008,Misc,MTV Games,0.93,0.01,0.0,0.08,1.02,92.0,10.0,7.7,45.0,Harmonix Music Systems,T
1295,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,29.0,8.7,29.0,EA Games,E
1296,Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,40.0,8.2,89.0,Koei,E
1297,Wall-E,Wii,2008,Platform,THQ,0.51,0.4,0.0,0.11,1.01,51.0,18.0,3.6,8.0,Heavy Iron Studios,E
1298,Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,74.0,23.0,8.0,27.0,8ing/Raizing,T
1299,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80.0,54.0,7.9,101.0,Project Aces,T
1300,The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,64.0,19.0,6.1,38.0,"Electronic Arts, Rebellion",T
1301,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81.0,74.0,8.0,302.0,"Team Ninja, Tecmo",M
1302,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72.0,32.0,7.3,318.0,Ubisoft,M
1303,Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90.0,16.0,8.5,525.0,Ubisoft Montpellier,E10+
1304,Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81.0,73.0,7.0,189.0,Ubisoft Montreal,T
1305,ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,70.0,7.7,758.0,Ubisoft Montpellier,M
1306,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,76.0,74.0,8.0,273.0,Bandai Namco Games,E10+
1307,Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51.0,5.0,8.0,8.0,Razorworks Studios,E
1308,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,67.0,12.0,4.5,6.0,EA Salt Lake,E10+
1309,God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86.0,73.0,8.4,255.0,Ready at Dawn,M
1310,SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92.0,39.0,8.9,54.0,Namco,T
1311,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,16.0,9.3,54.0,Omega Force,T
1312,Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,238.0,UBlart Montpellier,E10+
1313,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,79.0,24.0,8.5,10.0,Microsoft Game Studios,E
1314,Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,16.0,7.8,33.0,Ubisoft,E10+
1315,NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,25.0,6.6,49.0,EA Sports,E
1316,UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.2,0.0,0.08,0.99,85.0,60.0,7.6,88.0,Yuke's,T
1317,Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,46.0,8.6,55.0,HAL Labs,E
1318,Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.0,65.0,6.5,294.0,Free Radical Design,M
1319,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,88.0,13.0,9.1,69.0,Oddworld Inhabitants,T
1320,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66.0,20.0,8.0,35.0,DreamFactory,T
1321,DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,87.0,63.0,8.2,94.0,Codemasters,T
1322,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,39.0,5.0,26.0,Neversoft Entertainment,T
1323,Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0.0,0.03,0.99,51.0,22.0,6.6,120.0,Sonic Team,E10+
1324,EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70.0,35.0,8.2,20.0,SCEE London Studio,E
1325,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.0,48.0,8.1,84.0,Capcom,T
1326,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75.0,26.0,8.3,30.0,Project Aces,T
1327,Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1106.0,From Software,M
1328,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,79.0,26.0,8.7,43.0,Rockstar London,T
1329,Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.0,17.0,6.8,11.0,Konami,E
1330,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98,75.0,21.0,6.2,17.0,EA Sports,E
1331,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,55.0,8.2,336.0,Namco Bandai Games,T
1332,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,91.0,48.0,7.9,3450.0,Bethesda Game Studios,M
1333,Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54.0,27.0,5.4,34.0,Hudson,E
1334,Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44.0,19.0,6.6,25.0,Altron,E
1335,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0.0,0.11,0.98,59.0,13.0,5.9,18.0,Yuke's,T
1336,Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,78.0,68.0,6.4,694.0,Visceral Games,M
1337,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.0,58.0,7.5,383.0,Ubisoft Toronto,M
1338,NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,82.0,46.0,7.6,34.0,Visual Concepts,E
1339,NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,87.0,38.0,8.3,27.0,EA Sports,E
1340,Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97,93.0,47.0,8.9,1841.0,Rockstar North,M
1341,Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,81.0,31.0,5.3,33.0,EA Tiburon,E
1342,Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88.0,31.0,9.2,144.0,Intelligent Systems,E
1343,Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,82.0,88.0,8.0,268.0,Double Fine Productions,M
1344,Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.49,0.32,0.0,0.16,0.97,75.0,21.0,5.9,47.0,Avalanche Software,E10+
1345,NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,85.0,19.0,7.6,53.0,EA Sports,E
1346,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.0,37.0,7.9,67.0,Rockstar Leeds,M
1347,FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,81.0,34.0,8.7,23.0,EA Canada,E
1348,Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,89.0,23.0,5.5,5926.0,BioWare,M
1349,Cars,DS,2006,Racing,THQ,0.85,0.04,0.0,0.07,0.97,54.0,17.0,2.1,11.0,Helixe,E
1350,Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0.0,0.09,0.97,79.0,20.0,6.6,15.0,Vicarious Visions,E10+
1351,Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.34,0.0,0.1,0.97,78.0,35.0,5.2,53.0,Toys for Bob,E10+
1352,LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0.0,0.03,0.97,84.0,25.0,9.1,16.0,Traveller's Tales,E10+
1353,Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,86.0,16.0,9.0,44.0,Dreamworks Interactive,T
1354,Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87.0,41.0,9.1,174.0,Level 5,T
1355,Far Cry 3,PC,2012,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96,88.0,43.0,8.2,3183.0,Ubisoft Montreal,M
1356,Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76.0,46.0,4.3,894.0,Turtle Rock Studios,M
1357,Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.36,0.0,0.16,0.96,76.0,37.0,6.4,522.0,Visceral Games,M
1358,NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,85.0,22.0,8.1,9.0,EA Sports,E
1359,Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96,65.0,12.0,7.5,111.0,Giants Software,E
1360,Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.4,0.0,0.09,0.96,77.0,26.0,7.5,17.0,"Vicarious Visions, Neversoft Entertainment",T
1361,de Blob,Wii,2008,Platform,THQ,0.49,0.37,0.0,0.1,0.96,82.0,48.0,8.6,73.0,Blue Tongue Entertainment,E
1362,Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71.0,33.0,7.9,43.0,Overworks,M
1363,Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,81.0,27.0,8.4,24.0,Midway,M
1364,The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96,88.0,76.0,8.5,4378.0,CD Projekt Red Studio,M
1365,Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,21.0,6.9,92.0,Rebellion,M
1366,ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,85.0,28.0,8.7,22.0,Visual Concepts,E
1367,Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,52.0,47.0,6.7,18.0,SCEE London Studio,M
1368,Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,69.0,58.0,6.9,110.0,Camelot Software Planning,E
1369,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71.0,64.0,7.4,88.0,Monster Games Inc.,E
1370,World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0.0,0.13,0.95,60.0,8.0,7.7,11.0,Coresoft,E
1371,My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,4.0,7.6,7.0,Ubisoft Montreal,E
1372,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,87.0,29.0,8.6,53.0,Ubisoft Montreal,M
1373,Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.32,0.0,0.09,0.95,60.0,50.0,7.8,238.0,Sonic Team,E10+
1374,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0.0,0.03,0.95,71.0,10.0,8.6,34.0,Heavy Iron Studios,E
1375,PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74.0,69.0,7.3,540.0,SuperBot Entertainment,T
1376,Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,78.0,39.0,4.1,303.0,Konami,E
1377,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79.0,18.0,6.9,156.0,Ubisoft Paris,M
1378,Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,20.0,8.4,12.0,Koei,T
1379,Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0,Ubisoft Reflections,T
1380,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,73.0,79.0,7.3,126.0,EA Montreal,M
1381,Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,56.0,6.9,62.0,Capcom,T
1382,LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,73.0,42.0,7.1,34.0,Traveller's Tales,E10+
1383,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,70.0,67.0,7.4,254.0,Guerrilla,M
1384,The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0.0,0.03,0.94,73.0,9.0,7.8,13.0,Heavy Iron Studios,E
1385,Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94,81.0,65.0,8.2,231.0,Nintendo,E10+
1386,Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,79.0,45.0,8.4,74.0,KCET,M
1387,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84.0,27.0,7.7,314.0,Ubisoft Toronto,M
1388,Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,18.0,4.8,42.0,Toys for Bob,E10+
1389,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64.0,38.0,7.8,19.0,Alfa System,T
1390,WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78.0,37.0,7.0,49.0,Yuke's,T
1391,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,83.0,26.0,6.7,37.0,EA Tiburon,E
1392,Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.94,83.0,61.0,7.6,162.0,Double Fine Productions,M
1393,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0.0,0.08,0.94,47.0,15.0,4.5,21.0,Buzz Monkey,E10+
1394,Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87.0,69.0,9.1,293.0,Rockstar Vancouver,T
1395,Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,92.0,41.0,7.8,72.0,Ubisoft,T
1396,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,83.0,30.0,8.9,31.0,SCEA San Diego Studios,E
1397,NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,79.0,20.0,6.8,18.0,EA Sports,E
1398,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,187.0,CyberConnect2,T
1399,EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93,79.0,38.0,6.2,157.0,EA Sports,T
1400,The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93,70.0,13.0,6.1,24.0,Griptonite Games,E10+
1401,Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0.0,0.04,0.93,90.0,25.0,8.5,21.0,Neversoft Entertainment,T
1402,Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93,85.0,28.0,6.9,703.0,BioWare,M
1403,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,64.0,77.0,7.5,213.0,Level 5,T
1404,SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93,70.0,26.0,5.5,4.0,SCEE London Studio,T
1405,Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,81.0,71.0,8.7,87.0,HAL Labs,E
1406,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0.0,0.1,0.93,85.0,20.0,8.6,17.0,Neversoft Entertainment,T
1407,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0.0,0.02,0.93,71.0,16.0,8.8,8.0,Konami,E
1408,Bayonetta,X360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,90.0,86.0,8.0,597.0,PlatinumGames,M
1409,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,83.0,25.0,8.6,19.0,SCEA,E
1410,Cars,GC,2006,Racing,THQ,0.72,0.19,0.0,0.03,0.93,71.0,21.0,7.0,5.0,Rainbow Studios,E
1411,Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,61.0,11.0,4.8,5.0,Neko Entertainment,E
1412,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66.0,58.0,7.0,76.0,"Square Enix, h.a.n.d. Inc.",E10+
1413,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77.0,47.0,7.8,112.0,Codemasters,M
1414,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.93,73.0,43.0,7.1,75.0,TT Games,E10+
1415,Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0.0,0.0,0.06,0.93,39.0,5.0,5.6,8.0,Activision,E10+
1416,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93,76.0,48.0,8.0,70.0,Gearbox Software,M
1417,The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80.0,5.0,6.8,12.0,TT Games,E10+
1418,Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,80.0,21.0,6.2,1489.0,Ubisoft,M
1419,Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,0.93,89.0,38.0,8.2,2482.0,Gearbox Software,M
1420,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92,59.0,29.0,8.7,31.0,KCE Studios,E
1421,Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.92,71.0,27.0,7.5,21.0,h.a.n.d. Inc.,E
1422,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,63.0,17.0,3.3,9.0,Titus Software,E
1423,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,86.0,29.0,7.1,70.0,EA Tiburon,E
1424,007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,61.0,11.0,6.7,44.0,Black Ops Entertainment,T
1425,Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81.0,53.0,9.2,203.0,Capcom,T
1426,MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.92,80.0,44.0,7.8,190.0,SCEA San Diego Studios,E
1427,South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0.0,0.16,0.92,85.0,31.0,8.5,575.0,Obsidian Entertainment,M
1428,South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0.0,0.09,0.92,82.0,33.0,8.4,363.0,Obsidian Entertainment,M
1429,MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,87.0,23.0,7.5,75.0,SCEA San Diego Studios,E
1430,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0.0,0.16,0.92,48.0,9.0,6.4,13.0,Tantalus Interactive,E
1431,Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73.0,71.0,7.7,224.0,Visceral Games,M
1432,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60.0,34.0,6.1,16.0,Nintendo,E10+
1433,WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0.0,0.08,0.92,79.0,47.0,7.1,34.0,Yuke's,T
1434,Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0.0,0.03,0.92,59.0,32.0,8.0,46.0,Sonic Team,E
1435,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79.0,56.0,7.8,161.0,"Mistwalker, Artoon",T
1436,Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91,74.0,21.0,8.2,62.0,Marvelous AQL,E
1437,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.91,70.0,20.0,6.7,7.0,Xpec,E10+
1438,EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.27,0.0,0.12,0.91,78.0,20.0,5.4,14.0,EA Canada,E
1439,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,76.0,23.0,8.1,12.0,Electronic Arts,T
1440,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77.0,63.0,7.2,53.0,Ubisoft Shanghai,T
1441,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63.0,15.0,8.9,23.0,Genki,E
1442,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92.0,59.0,8.9,950.0,Monolith Soft,T
1443,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90.0,13.0,8.7,31.0,Codemasters,E
1444,Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,57.0,Omega Force,T
1445,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,Visual Concepts,E
1446,SSX,PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81.0,38.0,6.8,110.0,EA Canada,E
1447,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56.0,26.0,8.1,57.0,Sonic Team,E
1448,Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0.0,0.04,0.91,75.0,20.0,7.9,12.0,Sonic Team,E
1449,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76.0,42.0,6.5,53.0,Codemasters,M
1450,Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,80.0,23.0,7.6,5.0,EA Sports,E
1451,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78.0,68.0,8.3,432.0,Mistwalker,T
1452,Street Fighter V,PS4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9,77.0,80.0,3.4,1221.0,Capcom,T
1453,Just Cause 3,XOne,2015,Action,Square Enix,0.44,0.39,0.0,0.08,0.9,71.0,24.0,7.0,186.0,Avalanche Studios,M
1454,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,78.0,36.0,7.6,9.0,989 Sports,E
1455,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.9,73.0,75.0,7.3,82.0,Vicarious Visions,T
1456,Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,90.0,52.0,8.8,114.0,Criterion Games,E10+
1457,Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76.0,45.0,6.7,344.0,Crytek,M
1458,The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88.0,82.0,8.3,818.0,CD Projekt Red Studio,M
1459,Homefront,PS3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70.0,60.0,5.7,174.0,Kaos Studios,M
1460,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9,70.0,46.0,7.0,80.0,TT Games,E10+
